,acc_cyt,domains,Mycofactocin_RRE,mycofact_rSAM,mycofactocin,actino_HemFlav,mycofact_creat,mycofact_glyco,SDR_subfam_1,SDR_subfam_2,Pyr_redox_2,mycofact_OYE_2,mycofact_OYE_1,Reductase_C,Rv0697,GerE,Response_reg,TetR_N,ETF_alpha,HisKA_3,DNA_alkylation,ETF,Fe-ADH,GG-red-SF,AAA_5,mycofact_TetR,HTH_AsnC-type
WP_111863082.1,zzzz277,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'SCP2', 'Alkyl_sulf_C', 'ATP_bind_1', 'Ldl_recept_b', 'DUF742']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_148573787.1,zzzz279,"['DUF1015', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'rSAM_NirJ', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'betA', 'phnR_burk', 'prpB', 'D-hydantoinase']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_156697810.1,zzzz282,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'PaaC-3OHAcCoADH', 'AcCoA-C-Actrans', 'cyc_hxne_CoA_dh']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_200556750.1,zzzz395,"['SAICAR_synt', 'mycofactocin', 'Mycofactocin_RRE', 'SDR_subfam_1', 'AAA_5', 'MCM', 'VWA_2', 'actino_HemFlav']",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_056732420.1,zzzz397,"['SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Lactamase_B', 'Isochorismatase']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_147782943.1,zzzz407,"['ABM', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'gas_vesic_GvpN', 'VWA_2', 'marine_srt_targ', 'DUF2201', 'actino_HemFlav', 'mycofact_creat']",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_191193986.1,zzzz412,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Hemerythrin']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_067028361.1,zzzz453,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'actino_HemFlav', 'adh_short_C2', 'CoA_trans']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_133852962.1,zzzz455,"['ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DUF1707', 'Defensin_big', 'Amidohydro_2', 'DNA_binding_1']",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
WP_210901010.1,zzzz476,"['SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Fer4_14', 'Mycofactocin_RRE', 'mycofactocin', 'Acyl_transf_3', 'PaaN-DH', 'PaaC-3OHAcCoADH', 'ECH_1', 'pcaF']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_106176460.1,zzzz485,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Beta_helix', 'beta_helix_1', 'Glyco_hydro_12']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_157079155.1,zzzz512,"['SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'TIGR00147']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_123229022.1,zzzz513,"['HbpS-like', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'DUF11', 'AAA_16', 'GerE', 'HTH_47', 'HTH_23', 'TPR_19']",1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WP_158028251.1,zzzz550,"['Mycofactocin_RRE', 'FAD_oxidored', 'pcaR_pcaU']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_227463115.1,zzzz588,"['HTH_30', 'HTH_38', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_2', 'mycofact_glyco', 'mycofact_creat', 'Laminin_II']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_171704413.1,zzzz612,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'bpMoxR', 'ruvB', 'VWA_2', 'marine_srt_targ', 'actino_HemFlav', 'enACPred_II', 'Cellulase', 'CBM_2']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_225978467.1,zzzz629,"['mycofact_creat', 'mycofact_glyco', 'SDR_subfam_2', 'Mycofactocin_RRE', 'DeoRC', 'HTH_DeoR', '2A0114', 'pdxA', 'SBD_N', 'NBD_C']",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_166870956.1,zzzz647,"['DUF998', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'MCM', 'VWA_2', 'marine_srt_targ', 'DUF2201', 'actino_HemFlav', 'mycofact_creat']",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_046258303.1,zzzz726,"['adh_short_C2', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Acyl-CoA_dh_2', 'sulfur_SfnB', 'Flavin_Reduct']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_093830946.1,zzzz727,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'MLTR_LBD', 'HTH_31', 'MmgE_PrpD_C', 'MmgE_PrpD', 'TIGR00147']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_153744171.1,zzzz731,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_104196868.1,zzzz753,"['OpuAC', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'Rxyl_3153', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'DUF429']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_221857323.1,zzzz762,"['DHquinase_II', 'mycofactocin', 'Mycofactocin_RRE', 'AAA_5', 'MCM', 'VWA_2', 'SDR_subfam_1', 'actino_HemFlav', 'DUF6264']",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_053755282.1,zzzz777,"['Ldh_2', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_073391458.1,zzzz780,"['mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_200677139.1,zzzz799,"['mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'rSAM_ahbC_deAc', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Acyl-CoA_dh_2', 'sulfur_SfnB', 'Acyl-CoA_dh_1', 'Flavin_Reduct', 'DUF4386']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_092554243.1,zzzz832,"['SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'MLTR_LBD', 'HTH_31']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_140180588.1,zzzz843,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'argG', 'fdhA_non_GSH', 'LPG_synthase_TM']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_136642280.1,zzzzz20,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'mycofact_creat', 'NOT-MenG', 'mycofact_glyco', 'HTH_18', 'HTH_AraC']",1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_055605747.1,zzzzz23,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'MLTR_LBD', 'HTH_3', 'MmgE_PrpD_C', 'MmgE_PrpD', 'TIGR00147']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_207918514.1,zzzzz55,"['citE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'AcAcCoA_reduct', 'Acyl-CoA_dh_1', 'AidB_N', 'Acyl-CoA_dh_M', 'CoA_transf_3', '2A0106', 'ECH_1']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_012852712.1,zzzzz83,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'Peptidase_M14', 'Sortase', 'mycofact_TetR']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_056154608.1,zzzzzz1,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Flavin_Reduct', 'pcaR_pcaU', 'TetR_N', 'betaine_BetI', 'TetR_C_31', 'TetR_N', 'betaine_BetI']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WP_111258449.1,zzzzzz3,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'VWA_2', 'marine_srt_targ', 'mycofact_creat']",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_199286766.1,zzzz115,"['Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco']",1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_205651861.1,zzzz177,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Dabb', 'SBP_bac_8', 'PhnU2', 'PhnU2', 'potA']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_191495888.1,zzzz260,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'Reductase_C', 'SDR_subfam_1', 'SHOCT', 'DUF5826']",1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_168588520.1,zzzz286,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_2', 'mycofact_creat', 'Nterm_IS4', 'DDE_Tnp_1', 'DUF6374', 'mycofact_glyco', 'Apelin']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_223839251.1,zzzz379,"['ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Usp', 'IMS', 'DNA_pol_lambd_f']",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
WP_065122725.1,zzzz391,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'TetR_N', 'TetR_C_11']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WP_156689816.1,zzzz402,"['Pyr_redox_2', 'Reductase_C', '2-Hacid_dh_C', 'NAD_binding_2', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697']",1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_179657342.1,zzzz434,"['Dehydratase_hem', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'Abhydrolase_3']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_168911424.1,zzzz457,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_160005032.1,zzzz533,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'DUF3040']",1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_132673719.1,zzzz583,"['mycofact_rSAM', 'Mycofactocin_RRE', 'aceE']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_085179206.1,zzzz642,"['Pyr_redox_2', 'Reductase_C', 'PGDH', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'TetR_N']",1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
WP_179720756.1,zzzz691,"['Usp', 'Rxyl_3153', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'DAO', 'FeFe_hydrog_B1', 'mft_etfB', 'SDR_subfam_2']",1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_210716989.1,zzzz749,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'SDR_subfam_2', 'mycofact_glyco', 'mycofact_creat', 'Rxyl_3153', 'MoCoBD_2', 'MoCoBD_1', 'LAL_C2', 'Sigma70_r4_2']",1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_144951009.1,zzzz808,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'Reductase_C', 'SDR_subfam_1', 'EF-Tu', 'EF-G', 'rpsG_bact']",1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_114738226.1,zzzz860,"['mycofactocin', 'Mycofactocin_RRE']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_181663085.1,zzzzz12,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'GerE', 'HTH_10', 'HisKA_3', 'HATPase_c_2', 'Fe-ADH']",1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
WP_125089385.1,zzzzz50,"['ETF_alpha', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Rxyl_3153', 'Usp', 'P_acnes_RR', 'FmdA_AmdA', 'aceE']",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WP_149480299.1,zzzzz99,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'Reductase_C', 'HTH_24', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'HTH_Tnp_ISL3', 'TrmB']",1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
WP_200948297.1,zzzz192,"['ACPS', 'Flavin_Reduct', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'Fer4_2', 'Fer4', 'mft_etfB', 'SDR_subfam_2']",1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_133904568.1,zzzz221,"['mycofact_glyco', 'SDR_subfam_2', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'adh_short_C2', 'GntR', 'HTH_5', 'TrmB', 'HTH_Crp_2', 'menE']",1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_043724463.1,zzzz245,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'GG-red-SF', 'Fer4_7', 'Fer4', 'mft_etfB', 'SDR_subfam_2']",1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
WP_179483133.1,zzzz293,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'Lipase_GDSL_2', 'HTH_31', 'AHSA1', 'Trypsin']",1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_072738326.1,zzzz308,"['SDR_subfam_1', 'mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'drrA', 'DNA_alkylation', 'SRAP']",1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WP_094864247.1,zzzz360,"['ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'GerE']",1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
WP_162319559.1,zzzz450,"['mycofact_glyco', 'TRX_reduct', 'mycofactocin', 'Mycofactocin_RRE']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_028060811.1,zzzz481,"['Glyco_hydro_92', 'Glyco_hydro_92N', 'F5_F8_type_C', 'TraW_N', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'glyco_like_mftF', 'TTC']",1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_050670291.1,zzzz489,"['SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'GerE', 'HisKA_3', 'Fe-ADH']",1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
WP_116173094.1,zzzz614,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'Fer4_2', 'Fer4', 'mft_etfB', 'SDR_subfam_2']",1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_085271929.1,zzzz628,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'rSAM_BlsE', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'Reductase_C', 'SDR_subfam_1', 'SHOCT', 'DUF4133', 'Phage_holin_2_3', 'EF-Tu', 'EF-G']",1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_220257696.1,zzzz669,"['mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'TRX_reduct', 'DUF418']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_221367736.1,zzzz683,"['HisKA_3', 'GAF_2', 'GAF_3', 'Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'glycerol_kin', 'Transglut_core3', 'Stand_Alone_Lasso_RRE']",1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
WP_141929143.1,zzzz692,"['mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'GerE', 'HisKA_3', 'Fe-ADH']",1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
WP_145225552.1,zzzz699,"['Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_2', 'mycofact_glyco', 'actino_HemFlav', 'pcrA']",1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_052851098.1,zzzz716,"['SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'SDR_subfam_1']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_179486619.1,zzzz775,"['ECH_1', 'mycofactocin', 'Mycofactocin_RRE', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'VWA_2']",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_118921536.1,zzzz797,"['Aldedh', 'mycofactocin', 'Mycofactocin_RRE', 'AMP-binding', 'AMP-binding_C', 'Aldedh', 'Rv1155_F420', 'ccpA']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_184866946.1,zzzz846,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'GG-red-SF', 'Fer4_2', 'Fer4', 'mft_etfB', 'SDR_subfam_2']",1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
WP_030326352.1,zzzzz29,"['Methyltransf_23', 'DUF35_N', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Acyl-CoA_dh_2', 'sulfur_SfnB', 'Acyl-CoA_dh_1', 'Flavin_Reduct']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_091273757.1,zzzz101,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'mycofact_TetR', 'Methyltransf_19']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_059141818.1,zzzz126,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'Ac_CoA_lig_AcsA', 'adk']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_103834606.1,zzzz131,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'GerE', 'HTH_38', 'HisKA_3', 'Fe-ADH']",1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
WP_224785933.1,zzzz160,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_141936974.1,zzzz199,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'TmoB', 'VWA_2', 'marine_srt_targ', 'DUF2201', 'actino_HemFlav', 'mycofact_creat']",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_195692816.1,zzzz273,"['yidC_nterm', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'VWA_2', 'actino_HemFlav', 'mycofact_creat']",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_183319793.1,zzzz288,"['Response_reg', 'GerE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'Aldo_ket_red', 'dhaK1']",1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_012873300.1,zzzz498,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_glyco']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_010832613.1,zzzz546,"['AAA_29', 'SbcC_Walker_B', 'AAA_23', 'SMC_prok_A', 'TSP_3', 'Dockerin_1', 'TSP3_bac', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'GAF', 'Aldedh', 'DUF779']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
