,prot_1,prot_2,counts
3856,CYP450_TxtE,betaine_BetI,4
3857,AAA_16,WD40,4
3858,mycofact_glyco,sda_mono,4
3859,TetR_N,TetR_C_30,4
3860,mycofactocin,sda_mono,4
3861,AAA_16,Creatininase,4
3862,mycofact_creat,Lipase_GDSL_2,4
3863,mycofact_rSAM,sda_mono,4
3864,VWA_CoxE,TetR_N,4
3865,CYP450_TxtE,EF-G,4
3866,Amidohydro_2,adh_short,4
3867,Pyr_redox_2,rpsG_bact,4
3868,SnoaL_2,DoxX_3,4
3869,AAA_30,Rxyl_3153,4
3870,SGL,actino_HemFlav,4
3871,mycofactocin,trehalose_treC,4
3872,AMP-binding_C,ECH_1,4
3873,PP-binding,GAF_2,4
3874,chaperone_ClpB,Response_reg,4
3875,MbtH,Thioesterase,4
3876,glut_race,betaine_BetI,4
3877,betaine_BetI,SPW,4
3878,AMP-binding_C,HTH_23,4
3879,TetR_N,Trans_reg_C,4
3880,HTH_1,Methyltransf_25,4
3881,Thioesterase,GAF_2,4
3882,Mycofactocin_RRE,menE,4
3883,mycofact_rSAM,PhnU2,4
3884,mycofactocin,FAA_hydrolase,4
3885,mycofact_glyco,D-hydantoinase,4
3886,mycofact_glyco,PhnU2,4
3887,Fe-ADH,DUF2604,4
3888,AAA_16,HNH,4
3889,mycofact_TetR,HAMP,4
3890,Thioesterase,glut_race,4
3891,DUF4097,mycofactocin,4
3892,NUDIX,SDR_subfam_1,4
3893,HNH,Transp_cyt_pur,4
3894,AAA_18,Methyltransf_25,4
3895,mycofact_rSAM,trehalose_treC,4
3896,cyc_hxne_CoA_dh,efflux_EmrB,4
3897,NUDIX,NDMA_methanol,4
3898,betaine_BetI,PA_CoA_Oxy5,4
3899,Phage_integrase,mycofact_rSAM,4
3900,mycofact_glyco,trehalose_treC,4
3901,AAA_30,NDMA_methanol,4
3902,mycofact_rSAM,DivIC,4
3903,SDR_subfam_2,trehalose_treC,4
3904,mycofact_creat,trehalose_treC,4
3905,CoA_transf_3,Abhydrolase_6,4
3906,SDR_subfam_1,ECH_1,4
3907,mycofact_glyco,SBP_bac_8,4
3908,AA-adenyl-dom,GAF_2,4
3909,LPXTG_anchor,mycofact_creat,4
3910,AFOR_N,Fer4,4
3911,mycofact_rSAM,FAA_hydrolase,4
3912,HTH_3,Cupin_2,4
3913,SnoaL_4,ECH_1,4
3914,Peripla_BP_3,cyc_hxne_CoA_dh,4
3915,Mycofactocin_RRE,FAA_hydrolase,4
3916,AcCoA-C-Actrans,TetR_N,4
3917,Response_reg,Flavodoxin_2,4
3918,TetR_N,His_Phos_1,4
3919,mycofact_rSAM,EamA,4
3920,proV,mycofact_creat,4
3921,DUF779,SDR_subfam_2,4
3922,Mycofactocin_RRE,EamA,4
3923,AAA_5,TetR_C_1,4
3924,menE,mycofact_TetR,4
3925,GAF_2,DNA_alkylation,4
3926,alpha_am_amid,GAF_2,4
3927,AAA_16,DUF222,4
3928,Mycofactocin_RRE,Flavodoxin_2,4
3929,Peripla_BP_3,npdG,4
3930,mycofactocin,menE,4
3931,LPXTG_anchor,mycofact_TetR,4
3932,Thioesterase,SPW,4
3933,2_A_01_02,mycofact_glyco,4
3934,HTH_11,SDR_subfam_1,4
3935,ECH_1,Acyl-CoA_dh_M,4
3936,Mycofactocin_RRE,PhnU2,4
3937,Mycofactocin_RRE,SBP_bac_8,4
3938,Gpr1_Fun34_YaaH,actino_HemFlav,4
3939,mycofactocin,PhnU2,4
3940,GAF_2,PA_CoA_Oxy5,4
3941,mycofact_rSAM,SBP_bac_8,4
3942,betA,prpB,4
3943,TetR_N,drrA,4
3944,mycofact_creat,D-hydantoinase,4
3945,Condensation,GAF_2,4
3946,adh_short_C2,DNA_alkylation,4
3947,adh_short_C2,Acyl-CoA_dh_N,4
3948,TetR_C_33,SDR_subfam_1,4
3949,SDR_subfam_1,HTH_Crp_2,4
3950,adh_short_C2,AcCoA-C-Actrans,4
3951,Rv0697,Fer4_2,4
3952,AAA_5,HTH_Crp_2,4
3953,mycofact_rSAM,D-hydantoinase,4
3954,CobT_C,actino_HemFlav,4
3955,TetR_N,DoxX_3,4
3956,Pkinase,Rv0697,4
3957,AcCoA-C-Actrans,cyc_hxne_CoA_dh,4
3958,mycofactocin,Glyoxalase_4,4
3959,AMP-binding,protocat_pcaD,4
3960,mycofact_OYE_2,VWA_2,4
3961,protocat_pcaD,cyc_hxne_CoA_dh,4
3962,Mycofactocin_RRE,Glyoxalase_4,4
3963,TPR_12,mycofact_TetR,4
3964,Pyr_redox_3,SDR_subfam_1,4
3965,TetR_C_33,SnoaL_2,4
3966,TPR_12,mycofact_creat,4
3967,mycofactocin,/NonD,4
3968,AFOR_C,Fer4,4
3969,TetR_C_33,PA_CoA_Oxy5,4
3970,2A0121,Mycofactocin_RRE,4
3971,GerE,CO_deh_flav_C,4
3972,PpsR-CrtJ,mycofact_creat,4
3973,TetR_C_33,adh_short_C2,4
3974,Condensation,HTH_23,4
3975,Response_reg,FAD_binding_5,4
3976,PEP_resp_reg,mycofact_glyco,4
3977,mycofact_glyco,LacI,4
3978,APH,Rv0697,4
3979,adh_short_C2,Acyl-CoA_dh_M,4
3980,PP-binding,HTH_23,4
3981,actino_HemFlav,LacI,4
3982,adh_short_C2,DoxX_3,4
3983,AMP-binding_C,Glyoxalase,4
3984,actino_HemFlav,D-hydantoinase,4
3985,phnR_burk,prpB,4
3986,MarR_2,GntR,4
3987,Acyl-CoA_dh_M,Rv0697,4
3988,AMP-binding,cyc_hxne_CoA_dh,4
3989,betA,D-hydantoinase,4
3990,HTH_31,PD40,4
3991,CarboxypepD_reg,actino_HemFlav,4
3992,prpB,D-hydantoinase,4
3993,TetR_N,MCM,4
3994,phnR_burk,D-hydantoinase,4
3995,DUF4097,mycofact_rSAM,4
3996,DUF4097,Mycofactocin_RRE,4
3997,Abhydrolase_6,PA_CoA_Oxy5,4
3998,CarboxypepD_reg,mycofact_glyco,4
3999,betA,phnR_burk,4
4000,mycofact_rSAM,Glyoxalase_4,4
4001,mycofact_OYE_2,adh_short_C2,4
4002,Mycofactocin_RRE,trehalose_treC,4
4003,mycofactocin,DivIC,4
4004,CarboxypepD_reg,mycofact_creat,4
4005,mycofactocin,DUF664,4
4006,CobT_C,marine_srt_targ,4
4007,MbtH,mycofact_TetR,4
4008,LPXTG_anchor,mycofact_rSAM,4
4009,LPXTG_anchor,Mycofactocin_RRE,4
4010,mycofact_rSAM,DUF664,4
4011,AMP-binding,Glyoxalase,4
4012,Thioesterase,GAF,4
4013,HTH_31,WD40,4
4014,AMP-binding_C,cyc_hxne_CoA_dh,4
4015,TetR_N,marine_srt_targ,4
4016,Mycofactocin_RRE,D-hydantoinase,4
4017,Mycofactocin_RRE,DivIC,4
4018,mycofactocin,D-hydantoinase,4
4019,MarR_2,HTH_Crp_2,4
4020,LacI,SDR_subfam_1,4
4021,UPF0225,efflux_Bcr_CflA,4
4022,D-ala-DACP-lig,glut_race,4
4023,PA_CoA_Oxy5,HTH_3,4
4024,HTH_7,Rv0697,4
4025,TetR_C_31,Rv0697,4
4026,DUF2332,P450_cycloAA_1,4
4027,TRX_reduct,actino_HemFlav,4
4028,KR,PP-binding,4
4029,HTH_30,Rxyl_3153,4
4030,drrA,Aldedh,4
4031,Sirohm_synth_M,TetR_N,4
4032,Sirohm_synth_M,efflux_EmrB,4
4033,protocat_pcaD,PA_CoA_Oxy5,4
4034,ETF_alpha,DZR,4
4035,Peripla_BP_2,drrB,4
4036,Peripla_BP_2,drrA,4
4037,DUF2332,HTH_AsnC-type,4
4038,drrB,actino_HemFlav,4
4039,mycofact_glyco,DUF1707,4
4040,Peripla_BP_2,TetR_C_1,4
4041,HTH_30,PEP_resp_reg,4
4042,DNA_alkylation,HTH_3,4
4043,HTH_11,MarR,4
4044,D-ala-DACP-lig,mycofact_rSAM,4
4045,Amidase,SDR_subfam_2,4
4046,D-ala-DACP-lig,Mycofactocin_RRE,4
4047,Amidase,mycofact_creat,4
4048,SPW,HTH_3,4
4049,HisKA_3,LysR_substrate,4
4050,D-ala-DACP-lig,TetR_C_1,4
4051,D-ala-DACP-lig,mycofact_glyco,4
4052,BioC,HATPase_c_2,4
4053,ETF_alpha,P450_cycloAA_1,4
4054,SpoIIE,HATPase_c_2,4
4055,Fer2,mycofactocin,4
4056,D-ala-DACP-lig,PA_CoA_Oxy5,4
4057,mft_etfB,P450_cycloAA_1,4
4058,D-ala-DACP-lig,mycofactocin,4
4059,HTH_3,TPR_MalT,4
4060,SBP_bac_1,mycofactocin,4
4061,ligase_PEP_1,Rv0697,4
4062,Thiolase_N,mycofact_TetR,4
4063,Thiolase_N,actino_HemFlav,4
4064,Thiolase_N,mycofactocin,4
4065,Thiolase_N,mycofact_rSAM,4
4066,Thiolase_N,Mycofactocin_RRE,4
4067,DUF4131,mycofact_TetR,4
4068,DDAH_eukar,HTH_11,4
4069,DDAH_eukar,DUF222,4
4070,Reductase_C,mycofact_OYE_1,4
4071,CO_deh_flav_C,VWA_CoxE,4
4072,FAD_binding_5,VWA_CoxE,4
4073,actino_HemFlav,DprA_WH,4
4074,MFS_1,NDMA_methanol,4
4075,mycofact_OYE_2,nickel_nikB,4
4076,MFS_1,TAT_signal,4
4077,efflux_EmrB,MFS_1,4
4078,MFS_1,DUF952,4
4079,SDR_subfam_2,gas_vesic_GvpN,4
4080,mycofact_creat,nickel_nikB,4
4081,HTH_20,Response_reg,4
4082,mycofactocin,PaaB1,4
4083,mycofact_OYE_2,SBP_bac_5,4
4084,mycofact_rSAM,PaaB1,4
4085,mycofact_MftB,CoA_transf_3,4
4086,Pyrid_ox_like,gas_vesic_GvpN,4
4087,FAD_binding_3,gas_vesic_GvpN,4
4088,CO_deh_flav_C,AAA_5,4
4089,FAD_binding_5,AAA_5,4
4090,GGDEF,Rxyl_3153,4
4091,HATPase_c_2,HTH_38,4
4092,Sigma70_r4_2,GerE,4
4093,Reductase_C,mycofact_OYE_2,4
4094,mycofact_creat,drrB,4
4095,D-ala-DACP-lig,GAF,4
4096,ETF_alpha,TetR_N,4
4097,DUF222,TetR_C_11,4
4098,SBP_bac_1,mycofact_rSAM,4
4099,SBP_bac_1,Mycofactocin_RRE,4
4100,HTH_20,AAA_5,4
4101,L3_bact,Pyr_redox_2,4
4102,VWA,TetR_N,4
4103,DUF1254,mycofactocin,4
4104,G3P_acyltransf,mycofactocin,4
4105,L3_bact,mycofact_TetR,4
4106,mycofact_TetR,Pribosyltran,4
4107,DUF1254,mycofact_rSAM,4
4108,DUF1254,Mycofactocin_RRE,4
4109,HTH_3,Reductase_C,4
4110,DUF998,mycofact_rSAM,4
4111,DUF998,Mycofactocin_RRE,4
4112,DUF998,mycofactocin,4
4113,LysR_substrate,GntR,4
4114,ligase_PEP_1,mycofactocin,4
4115,TetR_N,mycofact_MftB,4
4116,ETF,DZR,4
4117,Thioesterase,mycofact_OYE_1,4
4118,D-ala-DACP-lig,Rv0697,4
4119,CMD,mycofactocin,4
4120,CMD,mycofact_glyco,4
4121,OB_aCoA_assoc,mycofact_creat,4
4122,GG-red-SF,TetR_N,4
4123,Thioesterase,ETF_alpha,4
4124,LPOR,actino_HemFlav,4
4125,quinone_pig3,SDR_subfam_2,4
4126,mycofact_OYE_2,P450_cycloAA_1,4
4127,mycofact_OYE_1,P450_cycloAA_1,4
4128,Thioesterase,Fer4,4
4129,DUF35_N,OB_aCoA_assoc,4
4130,LPOR,mycofact_TetR,4
4131,ligase_PEP_1,mycofact_glyco,4
4132,LPOR,mycofact_creat,4
4133,Thioesterase,mycofact_OYE_2,4
4134,ccpA,mycofact_creat,4
4135,Fer4_6,GG-red-SF,4
4136,Thioesterase,GG-red-SF,4
4137,CMD,Mycofactocin_RRE,4
4138,Response_reg,GntR,4
4139,HTH_24,GerE,4
4140,Fer4_6,mycofact_OYE_2,4
4141,Rubredoxin_2,Rubredoxin,4
4142,mycofact_OYE_2,aprB,4
4143,Aldo_ket_red,Response_reg,4
4144,GG-red-SF,P450_cycloAA_1,4
4145,mycofactocin,DUF397,4
4146,mycofact_OYE_2,UPF0225,4
4147,mycofact_rSAM,DUF397,4
4148,mycofact_OYE_1,aprB,4
4149,Aldo_ket_red,Fe-ADH,4
4150,P450_rel_GT_act,CYP450_TxtE,4
4151,Stand_Alone_Lasso_RRE,Mycofactocin_RRE,4
4152,GAF_2,HATPase_c_2,4
4153,OB_aCoA_assoc,mycofact_glyco,4
4154,Fer4_6,ETF_alpha,4
4155,OB_aCoA_assoc,SDR_subfam_2,4
4156,MarR,MarR_2,4
4157,OB_aCoA_assoc,CoA_transf_3,4
4158,SDR_subfam_1,RelB,4
4159,CMD,mycofact_rSAM,4
4160,glut_race,HTH_3,4
4161,adh_short,LPOR,4
4162,Fer4_6,mft_etfB,4
4163,ligase_PEP_1,DNA_alkylation,4
4164,SCM_rSAM_ScmE,Mycofactocin_RRE,4
4165,PHB_DH,Mycofactocin_RRE,4
4166,GntR,adh_short,4
4167,SCM_rSAM_ScmE,mycofact_rSAM,4
4168,2A0106,mycofact_glyco,4
4169,PHB_DH,mycofact_TetR,4
4170,2A0106,mycofact_creat,4
4171,Asp_Glu_race,DUF222,4
4172,formate_TAT,mycofact_creat,4
4173,AAA_5,ETF_alpha,4
4174,PP-binding,omega_3_PfaA,4
4175,ETF_alpha,sensory_box,4
4176,D-ala-DACP-lig,DNA_alkylation,4
4177,formate_TAT,mycofact_TetR,4
4178,ccpA,SDR_subfam_2,4
4179,GG-red-SF,DZR,4
4180,SCM_rSAM_ScmE,mycofactocin,4
4181,ETF,sensory_box,4
4182,phoR_proteo,sensory_box,4
4183,PHB_DH,mycofactocin,4
4184,mycofact_glyco,DZR,4
4185,Stand_Alone_Lasso_RRE,mycofact_rSAM,4
4186,ccpA,actino_HemFlav,4
4187,AAA_16,HisKA_3,4
4188,G3P_acyltransf,Mycofactocin_RRE,4
4189,actino_HemFlav,SBP_bac_5,4
4190,Rv0697,nickel_nikE,4
4191,mycofact_OYE_2,sensory_box,4
4192,formate_TAT,mycofact_glyco,4
4193,Stand_Alone_Lasso_RRE,mycofactocin,4
4194,SBP_bac_5,nickel_nikE,4
4195,LPOR,mycofact_glyco,4
4196,ligase_PEP_1,glut_race,4
4197,Thioesterase,Fer4_2,4
4198,G3P_acyltransf,mycofact_rSAM,4
4199,GG-red-SF,sensory_box,4
4200,ligase_PEP_1,Pyr_redox_2,4
4201,3oxo_ACP_reduc,TetR_N,4
4202,ETF,CoA_transf_3,4
4203,HTH_30,HTH_23,4
4204,Fer4_2,phoR_proteo,4
4205,TetR_C_24,HTH_23,4
4206,DUF952,SBP_bac_5,4
4207,CO_deh_flav_C,4hydroxCoAred,4
4208,Aldo_ket_red,HisKA_3,4
4209,HxlR,GerE,4
4210,SIP,Mycofactocin_RRE,4
4211,HTH_23,MarR,4
4212,SDR_subfam_1,Sigma70_r4_2,4
4213,HTH_23,DDAH_eukar,4
4214,HTH_23,Sig70_famx2,4
4215,FAD_binding_9,mycofact_creat,4
4216,FAD_binding_9,mycofact_TetR,4
4217,SIP,mycofact_TetR,4
4218,nickel_nikD,actino_HemFlav,4
4219,FAD_binding_9,SIP,4
4220,Sig70_famx2,Malic_M,4
4221,FAD_binding_9,actino_HemFlav,4
4222,mycofact_OYE_1,HATPase_c_2,4
4223,nickel_nikD,mycofact_TetR,4
4224,SIP,mycofact_creat,4
4225,nickel_nikC,mycofact_TetR,4
4226,mycofact_TetR,HTH_18,4
4227,nickel_nikB,mycofact_TetR,4
4228,MarR_2,AAA_5,4
4229,mycofact_OYE_2,HATPase_c_2,4
4230,SIP,mycofact_glyco,4
4231,SIP,mycofactocin,4
4232,mycofact_creat,TRX_reduct,4
4233,FAD_binding_9,mycofact_glyco,4
4234,AAA_33,mycofactocin,4
4235,FAD_binding_9,mycofact_rSAM,4
4236,FAD_binding_9,Mycofactocin_RRE,4
4237,NDMA_methanol,Rv0697,4
4238,mycofact_creat,HTH_AraC,4
4239,Pyr_redox_2,Sirohm_synth_M,4
4240,Phage_holin_3_6,mycofact_TetR,4
4241,AAA_33,actino_HemFlav,4
4242,SHOCT,Sirohm_synth_M,4
4243,VWA_CoxE,Rv0697,4
4244,Methyltransf_11,adh_short,4
4245,Reductase_C,Sirohm_synth_M,4
4246,Phage_holin_3_6,mycofactocin,4
4247,Phage_holin_3_6,Mycofactocin_RRE,4
4248,AAA,BioC,4
4249,Fe-ADH,Rv0697,4
4250,SIP,mycofact_rSAM,4
4251,FAD_binding_9,mycofactocin,4
4252,SIP,actino_HemFlav,4
4253,mft_etfB,LCM,4
4254,SDR_subfam_2,ROK_glcA_fam,4
4255,HTH_28,Methyltransf_11,4
4256,mycofact_rSAM,thia_cytX,4
4257,efflux_Bcr_CflA,thia_cytX,4
4258,Polyketide_cyc2,thia_cytX,4
4259,Pyrid_ox_like,thia_cytX,4
4260,mycofact_creat,thia_cytX,4
4261,DDAH_eukar,SDR_subfam_1,4
4262,mycofactocin,ROK_glcA_fam,4
4263,LCM,NYN_YacP,4
4264,Methyltransf_11,GAF,4
4265,GAF,Trans_reg_C,4
4266,GG-red-SF,NYN_YacP,4
4267,adh_short_C2,HIBADH,4
4268,DUF222,mycofact_OYE_2,4
4269,HAD-SF-IB-hyp1,mycofactocin,4
4270,mycofact_OYE_1,DUF222,4
4271,Reductase_C,AMP-binding,4
4272,Reductase_C,Rxyl_3153,4
4273,HAD-SF-IB-hyp1,Mycofactocin_RRE,4
4274,Fer2,Mycofactocin_RRE,4
4275,Fer2,mycofact_rSAM,4
4276,mycofactocin,thia_cytX,4
4277,am_tr_V_VC1184,thia_cytX,4
4278,Rv0697,HTH_30,4
4279,NDMA_methanol,am_tr_V_VC1184,4
4280,AAA_5,HTH_30,4
4281,SDR_subfam_1,MerR,4
4282,LCM,NUDIX,4
4283,MarR_2,HTH_IclR,4
4284,GG-red-SF,LCM,4
4285,HTH_IclR,HTH_Crp_2,4
4286,ETF_alpha,LCM,4
4287,mycofact_rSAM,ROK_glcA_fam,4
4288,HTH_23,DNA_alkylation,4
4289,Transp_cyt_pur,thia_cytX,4
4290,MarR_2,HTH_24,4
4291,MarR_2,ROK,4
4292,NDMA_methanol,efflux_Bcr_CflA,4
4293,mycofact_TetR,thia_cytX,4
4294,ETF_alpha,NYN_YacP,4
4295,thia_cytX,Peripla_BP_2,4
4296,mft_etfB,NYN_YacP,4
4297,Mycofactocin_RRE,thia_cytX,4
4298,Mycofactocin_RRE,ROK_glcA_fam,4
4299,MarR_2,quinone_pig3,4
4300,Fe_dep_repress,Mycofactocin_RRE,4
4301,FAD_binding_5,4hydroxCoAred,4
4302,SDR_subfam_1,DUF3040,4
4303,gas_vesic_GvpN,VWA_2,4
4304,MarR,SDR_subfam_1,4
4305,Pyrid_ox_like,GGDEF,4
4306,adh_short,Fer4,4
4307,Response_reg,Transp_cyt_pur,4
4308,DSBA,mycofact_creat,4
4309,TetR_N,am_tr_V_VC1184,4
4310,mycofact_glyco,DUF3040,4
4311,nickel_nikB,nickel_nikE,4
4312,PA_CoA_Oxy5,DUF3040,4
4313,Fe_dep_repress,mycofact_rSAM,4
4314,CoA_transf_3,DUF3040,4
4315,Pyr_redox_2,DUF3040,4
4316,GMC_mycofac_2,DUF3040,4
4317,DNA_alkylation,DUF3040,4
4318,nickel_nikC,nickel_nikE,4
4319,nickel_nikE,mycofact_glyco,4
4320,PA_CoA_Oxy5,cyc_hxne_CoA_dh,4
4321,2-Hacid_dh_C,mycofactocin,4
4322,2-Hacid_dh_C,Mycofactocin_RRE,4
4323,Mg_chelatase,VWA_2,4
4324,SDR_subfam_1,FA_desaturase,4
4325,MbtH,Reductase_C,4
4326,Meth_synt_2,mycofact_glyco,4
4327,DSBA,actino_HemFlav,4
4328,CO_dehy_Mo_lg,Acetyltransf_1,4
4329,Phosphodiest,SBP_bac_5,4
4330,4hydroxCoAred,SBP_bac_5,4
4331,CO_deh_flav_C,NDMA_methanol,4
4332,FAD_binding_5,NDMA_methanol,4
4333,mycofact_glyco,MM_CoA_mutase,4
4334,Cob-chelat-sub,VWA_2,4
4335,SDR_subfam_2,HxlR,4
4336,SDR_subfam_2,HTH_1,4
4337,SDR_subfam_2,MFS_1,4
4338,mycofact_creat,TIGR00147,4
4339,AAA_30,mycofact_TetR,4
4340,SDR_subfam_1,MmgE_PrpD,4
4341,mycofact_creat,ABM,4
4342,actino_HemFlav,ABC2_membrane,4
4343,SDR_subfam_1,MmgE_PrpD_C,4
4344,MCM,Rxyl_3153,4
4345,HTH_24,SDR_subfam_2,4
4346,2-Hacid_dh_C,mycofact_rSAM,4
4347,AMP-binding,HTH_30,4
4348,2-Hacid_dh_C,actino_HemFlav,4
4349,GAF,SDR_subfam_1,4
4350,DUF418,mycofact_creat,4
4351,DUF418,DUF952,4
4352,Fer4_6,SDR_subfam_2,4
4353,DUF418,mycofact_rSAM,4
4354,HisKA_3,Transp_cyt_pur,4
4355,nickel_nikC,mycofact_glyco,4
4356,DUF418,mycofactocin,4
4357,HisKA_3,DUF418,4
4358,tartro_sem_red,mycofactocin,4
4359,DUF418,Mycofactocin_RRE,4
4360,HisKA_3,DUF952,4
4361,Fe_dep_repress,mycofactocin,4
4362,mycofactocin,AA_permease_2,4
4363,tartro_sem_red,Mycofactocin_RRE,4
4364,tartro_sem_red,mycofact_rSAM,4
4365,PAS_4,mycofact_creat,4
4366,efflux_Bcr_CflA,Aldo_ket_red,4
4367,HisKA_3,Phosphodiest,4
4368,Sig70_famx2,malic,4
4369,Mycofactocin_RRE,AA_permease_2,4
4370,DUF952,Acetyltransf_6,4
4371,AMP-binding_C,HTH_30,4
4372,Rv0697,MaoC_dehydrat_N,4
4373,HTH_38,mycofact_TetR,4
4374,2-Hacid_dh_C,mycofact_TetR,4
4375,2-Hacid_dh_C,mycofact_creat,4
4376,mycofact_creat,TetR_C_14,4
4377,Fe-ADH,Transp_cyt_pur,4
4378,ntrC,SDR_subfam_2,4
4379,Abhydrolase_3,mycofact_glyco,4
4380,mycofact_glyco,TetR_C_14,4
4381,PA_CoA_Oxy5,Fe-ADH,4
4382,mycofact_TetR,RuvB_N,4
4383,VWA_CoxE,HTH_8,4
4384,Abhydrolase_3,mycofact_TetR,4
4385,CoA_transf_3,AcCoA-C-Actrans,4
4386,Proton_antipo_M,Oxidored_q2,4
4387,actino_HemFlav,AA_permease_2,4
4388,mycofact_glyco,MaoC_dehydrat_N,4
4389,TetR_N,Fer4_6,4
4390,mycofact_rSAM,AA_permease_2,4
4391,mycofact_creat,MaoC_dehydrat_N,4
4392,HATPase_c,TetR_N,4
4393,HAD-SF-IB-hyp1,mycofact_rSAM,4
4394,mycofact_glyco,Peripla_BP_6,4
4395,EutC,MarR_2,4
4396,mycofactocin,GGDEF_2,4
4397,adk,Aldedh,4
4398,EutC,Usp,4
4399,mycofactocin,Acyl_transf_3,4
4400,mycofact_glyco,sulfur_SfnB,4
4401,EutC,HTH_Tnp_ISL3,4
4402,EutC,HTH_AsnC-type,4
4403,actino_HemFlav,MR_MLE_N,4
4404,GG-red-SF,MFS_1,4
4405,His_Phos_1,PA_CoA_Oxy5,4
4406,mycofact_rSAM,Acyl_transf_3,4
4407,DoxX_2,mycofact_rSAM,4
4408,DoxX_2,Mycofactocin_RRE,4
4409,HTH_10,HisKA_3,4
4410,Lactamase_B,mycofactocin,4
4411,DoxX_2,actino_HemFlav,4
4412,mycofact_TetR,BPD_transp_1,4
4413,phoR_proteo,Fe-ADH,4
4414,EutC,mycofact_glyco,4
4415,DoxX_2,mycofactocin,4
4416,EutC,Pyr_redox_2,4
4417,mft_etfB,NDMA_methanol,4
4418,EutC,Mycofactocin_RRE,4
4419,actino_HemFlav,HTH_10,4
4420,SDR_subfam_1,pcaR_pcaU,4
4421,RLI,mycofact_TetR,4
4422,MMPL,mycofactocin,4
4423,PAS_4,mycofact_TetR,4
4424,GGDEF_2,HTH_30,4
4425,Fer4_2,GerE,4
4426,Mycofactocin_RRE,GGDEF_2,4
4427,mycofact_rSAM,FMO-like,4
4428,mycofact_creat,MerR_1,4
4429,actino_HemFlav,Hemerythrin,4
4430,mycofactocin,FMO-like,4
4431,Reductase_C,TetR_C_1,4
4432,mycofact_glyco,FMO-like,4
4433,proV,BPD_transp_1,4
4434,VWA_CoxE,PA_CoA_Oxy5,4
4435,mycofact_creat,FMO-like,4
4436,AAA_5,PA_CoA_Oxy5,4
4437,DUF4442,Pyr_redox_2,4
4438,Reductase_C,mycofact_MftB,4
4439,actino_HemFlav,FMO-like,4
4440,ETF,VWA_CoxE,4
4441,Abhydrolase_3,actino_HemFlav,4
4442,Mycofactocin_RRE,Acyl_transf_3,4
4443,Fer4,Fe-ADH,4
4444,mycofact_TetR,Acyl-CoA_dh_2,4
4445,mycofact_TetR,proV,4
4446,Lactamase_B,mycofact_rSAM,4
4447,Lactamase_B,Mycofactocin_RRE,4
4448,Fer4,Fer4_9,4
4449,Methyltransf_11,drrA,4
4450,EutC,Reductase_C,4
4451,EutC,mycofact_rSAM,4
4452,mycofactocin,sulfur_SfnB,4
4453,DoxX_2,mycofact_TetR,4
4454,mycofact_TetR,RibD_C,4
4455,EutC,EutB,4
4456,mycofact_TetR,Flavin_Reduct,4
4457,ECH_1,adh_short,4
4458,cztS_silS_copS,actino_HemFlav,4
4459,DUF35_N,actino_HemFlav,4
4460,EutC,mycofact_TetR,4
4461,Fer4_2,VWA_CoxE,4
4462,Aldedh,P450_cycloAA_1,4
4463,MMPL,mycofact_rSAM,4
4464,MMPL,Mycofactocin_RRE,4
4465,ETF,GerE,4
4466,adh_short,decarb_PcaC,4
4467,Aldedh,decarb_PcaC,4
4468,EutC,mycofact_creat,4
4469,Se_ygfK,mycofactocin,4
4470,Abhydrolase_1,Rv0697,4
4471,propionate_PrpR,Mycofactocin_RRE,4
4472,RLI,ETF_alpha,4
4473,Fer4,RLI,4
4474,pcaR_pcaU,TetR_N,4
4475,Rv0697,Acyl-CoA_dh_2,4
4476,decarb_PcaC,mycofact_creat,4
4477,mft_etfB,RLI,4
4478,GerE,Flavodoxin_2,4
4479,mycofact_creat,Acyl-CoA_dh_2,4
4480,EutC,DDAH_eukar,4
4481,AFOR_N,NUDIX,4
4482,EutC,Rv0697,4
4483,lao,SDR_subfam_2,4
4484,SDR_subfam_2,P450_rel_GT_act,4
4485,EutC,mycofactocin,4
4486,EutC,2A0306,4
4487,SpoIIE,actino_HemFlav,4
4488,mycofact_TetR,HTH_28,4
4489,decarb_PcaC,P450_cycloAA_1,4
4490,MMPL,mycofact_TetR,4
4491,adh_short,P450_cycloAA_1,4
4492,EutC,actino_HemFlav,4
4493,mycofact_creat,sulfur_SfnB,4
4494,Fer4_9,mycofact_TetR,4
4495,actino_HemFlav,sulfur_SfnB,4
4496,sulfur_SfnB,Acyl-CoA_dh_2,4
4497,MM_CoA_mutase,actino_HemFlav,4
4498,EutC,Orn_aminotrans,4
4499,Ac_CoA_lig_AcsA,Aldedh,4
4500,AFOR_C,NUDIX,4
4501,decarb_PcaC,Fer4_13,4
4502,EutC,AsnC_trans_reg,4
4503,adh_short_C2,P450_cycloAA_1,4
4504,Fer4_9,mycofact_OYE_1,4
4505,mycofact_TetR,tdh,4
4506,MMPL,actino_HemFlav,4
4507,EutC,2A0305,4
4508,His_Phos_1,actino_HemFlav,4
4509,RLI,mycofact_OYE_2,4
4510,RLI,Mycofactocin_RRE,4
4511,Mycofactocin_RRE,DUF397,4
4512,mycofact_TetR,HTH_32,4
4513,mycofactocin,HTH_32,4
4514,SpoIIE,LysR_substrate,4
4515,PhyH,efflux_EmrB,4
4516,RLI,mycofact_rSAM,4
4517,mycofact_glyco,HTH_10,4
4518,Methyltransf_25,TIGR00091,4
4519,mycofact_OYE_1,HATPase_c,4
